Player Name,Position,Team,Games Played,Total Fantasy Points,Average Fantasy Points
Raheem Mostert,RB,SFO,11.0,1.0,0.09
Larry Pinkard,WR,JAX,4.0,1.5,0.38
Darius Powe,WR,NYG,1.0,3.3,3.3
Cooper Rush,QB,DAL,2.0,1.38,0.69
Scott Tolzien,QB,IND,1.0,1.32,1.32
Terrell Watson,RB,PIT,10.0,0.8,0.08
Eric Weems,WR,TEN,16.0,1.5,0.09
Kevin White,WR,CHI,1.0,2.6,2.6
Derek Anderson,QB,CAR,3.0,0.48,0.16
Joe Banyard,0,BUF,3.0,0.0,0.0
Evan Baylis,0,HOU,1.0,0.0,0.0
Victor Bolden,0,SFO,9.0,0.0,0.0
Ben Braunecker,0,CHI,8.0,0.0,0.0
Joe Callahan,QB,GNB,1.0,0.44,0.44
Cethan Carter,0,CIN,16.0,0.0,0.0
Stacy Coley,0,MIN,4.0,0.0,0.0
Cody Core,0,CIN,13.0,0.0,0.0
Sean Culkin,0,LAC,1.0,0.0,0.0
Jeff Cumberland,TE,LAC,7.0,2.2,0.31
Chase Daniel,QB,NOR,1.0,-0.2,-0.2
Austin Davis,QB,SEA,3.0,-0.1,-0.03
Geremy Davis,0,LAC,2.0,0.0,0.0
Justin Davis,RB,LAR,4.0,0.1,0.02
Jim Dray,0,ARI,1.0,0.0,0.0
Gavin Escobar,0,BAL,2.0,0.0,0.0
Garrett Griffin,TE,NOR,3.0,1.4,0.47
Justin Hardee,0,NOR,14.0,0.0,0.0
Clark Harris,0,CIN,16.0,0.0,0.0
Matt Hazel,WR,IND,4.0,1.1,0.28
Bronson Hill,RB,ARI,2.0,-0.2,-0.1
Andy Jones,0,2TM,3.0,0.0,0.0
Joe Kerridge,RB,GNB,4.0,1.3,0.32
John Kuhn,RB,NOR,2.0,0.2,0.1
Matt LaCosse,0,2TM,5.0,0.0,0.0
Daniel Lasco,0,NOR,3.0,0.0,0.0
Khari Lee,0,BUF,8.0,0.0,0.0
Terrence Magee,0,ATL,2.0,0.0,0.0
Ryan Malleck,TE,HOU,2.0,1.3,0.65
Bradley Marquez,0,DET,1.0,0.0,0.0
Max McCaffrey,WR,JAX,5.0,1.4,0.28
Colt McCoy,0,WAS,1.0,0.0,0.0
Darren McFadden,RB,DAL,1.0,-0.2,-0.2
Ryan O'Malley,0,NYG,1.0,0.0,0.0
Logan Paulsen,0,SFO,14.0,0.0,0.0
Charone Peake,WR,NYJ,3.0,1.3,0.43
John Phillips,0,NOR,1.0,0.0,0.0
MyCole Pruitt,0,HOU,1.0,0.0,0.0
Eric Saubert,0,ATL,14.0,0.0,0.0
Matthew Slater,0,NWE,9.0,0.0,0.0
Shane Smith,0,NYG,11.0,0.0,0.0
Nate Solder,0,NWE,16.0,0.0,0.0
C.J. Spiller,RB,KAN,1.0,0.0,0.0
Jordan Todman,0,HOU,14.0,0.0,0.0
Hakeem Valles,0,DET,1.0,0.0,0.0
Kellen Clemens,QB,LAC,8.0,-1.06,-0.13
Chad Henne,QB,JAX,2.0,-0.5,-0.25
Isaiah McKenzie,WR,DEN,11.0,3.3,0.3
Kalif Raymond,WR,2TM,8.0,0.1,0.01
Andre Roberts,WR,ATL,16.0,0.2,0.01
John Ross,WR,CIN,3.0,-0.8,-0.27
Jake Rudock,QB,DET,3.0,-1.04,-0.35
Tyler Bray,QB,KAN,1.0,-2.0,-2.0
Teddy Bridgewater,QB,MIN,1.0,-2.3,-2.3
